	ID	POEM_NUMBER	POEM_TITLE	STANZA	LINE_NUMBER	LINE_IN_SOURCE	LINE	RHYMEWORD	RHYME	RECONSTRUCTION	COMMENT	PROBLEMS	SPLIT_LINE	ALIGNMENT	RHYMEIDS	LENGTH
199	200	14	草蟲	14.2	3	我心則a[jiuat]說。（b= 之部）	我心則說	說	14.2a	jiuat	b=之部		我 + 心 + 則 + 說	我 + 心 + 則 + 說	0 0 0 61	4
201	202	14	草蟲	14.3	2	言采其a[miuəi]薇。	言采其薇	薇	14.3a	miuəi			言 + 采 + 其 + 薇	言 + 采 + 其 + 薇	0 0 0 63	4
202	203	14	草蟲	14.3	1	未見君b[tziə]子	未見君子	子	14.3b	tziə			未 + 見 + 君 + 子	未 + 見 + 君 + 子	0 0 0 64	4
203	204	14	草蟲	14.3	2	我心傷a[pəi]悲。（a= 微脂合韵）	我心傷悲	悲	14.3a	pəi	a=微脂合韵		我 + 心 + 傷 + 悲	我 + 心 + 傷 + 悲	0 0 0 63	4
204	205	14	草蟲	14.3	1	亦既見b[tjiə]止	亦既見止	止	14.3b	tjiə			亦 + 既 + 見 + 止	亦 + 既 + 見 + 止	0 0 0 64	4
205	206	14	草蟲	14.3	2	亦既覯b[tjiə]止	亦既覯止	止	14.3b	tjiə			亦 + 既 + 覯 + 止	亦 + 既 + 覯 + 止	0 0 0 64	4
206	207	14	草蟲	14.3	3	我心則a[jiei]夷。（b= 之部）	我心則夷	夷	14.3a	jiei	b=之部		我 + 心 + 則 + 夷	我 + 心 + 則 + 夷	0 0 0 63	4
207	208	15	采蘋	15.1	1	于以采a[bien]蘋	于以采蘋	蘋	15.1a	bien			于 + 以 + 采 + 蘋	于 + 以 + 采 + 蘋	0 0 0 65	4
208	209	15	采蘋	15.1	2	南澗之a[pien]濱。（真部）	南澗之濱	濱	15.1a	pien	真部		南 + 澗 + 之 + 濱	南 + 澗 + 之 + 濱	0 0 0 65	4
209	210	15	采蘋	15.1	1	于以采b[tzô]藻	于以采藻	藻	15.1b	tzô			于 + 以 + 采 + 藻	于 + 以 + 采 + 藻	0 0 0 66	4
210	211	15	采蘋	15.1	2	于彼行b[lô]潦。（宵部）	于彼行潦	潦	15.1b	lô	宵部		于 + 彼 + 行 + 潦	于 + 彼 + 行 + 潦	0 0 0 66	4
212	213	15	采蘋	15.2	2	維筐及a[kia]筥。	維筐及筥	筥	15.2a	kia			維 + 筐 + 及 + 筥	維 + 筐 + 及 + 筥	0 0 0 67	4
214	215	15	采蘋	15.2	2	維錡及a[biua]釜。（鱼部）	維錡及釜	釜	15.2a	biua	鱼部		維 + 錡 + 及 + 釜	維 + 錡 + 及 + 釜	0 0 0 67	4
216	217	15	采蘋	15.3	2	宗室牖a[hea]下。	宗室牖下	下	15.3a	hea			宗 + 室 + 牖 + 下	宗 + 室 + 牖 + 下	0 0 0 68	4
218	219	15	采蘋	15.3	2	有齊季a[nia]女。（鱼部）	有齊季女	女	15.3a	nia	鱼部		有 + 齊 + 季 + 女	有 + 齊 + 季 + 女	0 0 0 68	4
220	221	16	甘棠	16.1	2	勿翦勿a[biuat]伐	勿翦勿伐	伐	16.1a	biuat			勿 + 翦 + 勿 + 伐	勿 + 翦 + 勿 + 伐	0 0 0 69	4
221	222	16	甘棠	16.1	3	召伯所a[buat]茇。（月部）	召伯所茇	茇	16.1a	buat	月部		召 + 伯 + 所 + 茇	召 + 伯 + 所 + 茇	0 0 0 69	4
223	224	16	甘棠	16.2	2	勿翦勿a[beat]敗	勿翦勿敗	敗	16.2a	beat			勿 + 翦 + 勿 + 敗	勿 + 翦 + 勿 + 敗	0 0 0 70	4
224	225	16	甘棠	16.2	3	召伯所a[khiat]憩。（月部）	召伯所憩	憩	16.2a	khiat	月部		召 + 伯 + 所 + 憩	召 + 伯 + 所 + 憩	0 0 0 70	4
226	227	16	甘棠	16.3	2	勿翦勿a[peat]拜	勿翦勿拜	拜	16.3a	peat			勿 + 翦 + 勿 + 拜	勿 + 翦 + 勿 + 拜	0 0 0 71	4
227	228	16	甘棠	16.3	3	召伯所a[sjiuat]說。（月部）	召伯所說	說	16.3a	sjiuat	月部		召 + 伯 + 所 + 說	召 + 伯 + 所 + 說	0 0 0 71	4
228	229	17	行露	17.1	1	厭浥行a[lak]露	厭浥行露	露	17.1a	lak			厭 + 浥 + 行 + 露	厭 + 浥 + 行 + 露	0 0 0 72	4
229	230	17	行露	17.1	2	豈不夙a[jyak]夜	豈不夙夜	夜	17.1a	jyak			豈 + 不 + 夙 + 夜	豈 + 不 + 夙 + 夜	0 0 0 72	4
230	231	17	行露	17.1	3	謂行多a[lak]露。（铎部）	謂行多露	露	17.1a	lak	铎部		謂 + 行 + 多 + 露	謂 + 行 + 多 + 露	0 0 0 72	4
231	232	17	行露	17.2	1	誰謂雀無a[keok]角	誰謂雀無角	角	17.2a	keok			誰 + 謂 + 雀 + 無 + 角	誰 + 謂 + 雀 + 無 + 角	0 0 0 0 73	5
232	233	17	行露	17.2	2	何以穿我a[ok]屋。	何以穿我屋	屋	17.2a	ok			何 + 以 + 穿 + 我 + 屋	何 + 以 + 穿 + 我 + 屋	0 0 0 0 73	5
234	235	17	行露	17.2	2	何以速我a[ngiok]獄。	何以速我獄	獄	17.2a	ngiok			何 + 以 + 速 + 我 + 獄	何 + 以 + 速 + 我 + 獄	0 0 0 0 73	5
235	236	17	行露	17.2	1	雖速我a[ngiok]獄	雖速我獄	獄	17.2a	ngiok			雖 + 速 + 我 + 獄	雖 + 速 + 我 + 獄	0 0 0 73	4
236	237	17	行露	17.2	2	室家不a[tziok]足。（屋部）	室家不足	足	17.2a	tziok	屋部		室 + 家 + 不 + 足	室 + 家 + 不 + 足	0 0 0 73	4
237	238	17	行露	17.3	1	誰謂鼠無a[ngea]牙	誰謂鼠無牙	牙	17.3a	ngea			誰 + 謂 + 鼠 + 無 + 牙	誰 + 謂 + 鼠 + 無 + 牙	0 0 0 0 74	5
238	239	17	行露	17.3	2	何以穿我b[jiong]墉。	何以穿我墉	墉	17.3b	jiong			何 + 以 + 穿 + 我 + 墉	何 + 以 + 穿 + 我 + 墉	0 0 0 0 75	5
239	240	17	行露	17.3	1	誰謂女無a[kea]家	誰謂女無家	家	17.3a	kea			誰 + 謂 + 女 + 無 + 家	誰 + 謂 + 女 + 無 + 家	0 0 0 0 74	5
240	241	17	行露	17.3	2	何以速我b[ziong]訟。（a= 鱼部）	何以速我訟	訟	17.3b	ziong	a=鱼部		何 + 以 + 速 + 我 + 訟	何 + 以 + 速 + 我 + 訟	0 0 0 0 75	5
241	242	17	行露	17.3	1	雖速我b[ziong]訟	雖速我訟	訟	17.3b	ziong			雖 + 速 + 我 + 訟	雖 + 速 + 我 + 訟	0 0 0 75	4
242	243	17	行露	17.3	2	亦不女b[dziong]從。（b= 东部）	亦不女從	從	17.3b	dziong	b=东部		亦 + 不 + 女 + 從	亦 + 不 + 女 + 從	0 0 0 75	4
243	244	18	羔羊	18.1	1	羔羊之a[biai]皮	羔羊之皮	皮	18.1a	biai			羔 + 羊 + 之 + 皮	羔 + 羊 + 之 + 皮	0 0 0 76	4
244	245	18	羔羊	18.1	2	素絲五a[dai]紽。	素絲五紽	紽	18.1a	dai			素 + 絲 + 五 + 紽	素 + 絲 + 五 + 紽	0 0 0 76	4
246	247	18	羔羊	18.1	2	委蛇委a[jiai]蛇。（歌部）	委蛇委蛇	蛇	18.1a	jiai	歌部		委 + 蛇 + 委 + 蛇	委 + 蛇 + 委 + 蛇	0 76 0 0	4
247	248	18	羔羊	18.2	1	羔羊之a[kək]革	羔羊之革	革	18.2a	kək			羔 + 羊 + 之 + 革	羔 + 羊 + 之 + 革	0 0 0 77	4
248	249	18	羔羊	18.2	2	素絲五a[hiuək]緎。	素絲五緎	緎	18.2a	hiuək			素 + 絲 + 五 + 緎	素 + 絲 + 五 + 緎	0 0 0 77	4
250	251	18	羔羊	18.2	2	自公退a[djiək]食。（职部）	自公退食	食	18.2a	djiək	职部		自 + 公 + 退 + 食	自 + 公 + 退 + 食	0 0 0 77	4
251	252	18	羔羊	18.3	1	羔羊之a[biong]縫	羔羊之縫	縫	18.3a	biong			羔 + 羊 + 之 + 縫	羔 + 羊 + 之 + 縫	0 0 0 78	4
252	253	18	羔羊	18.3	2	素絲五a[tzong]總。	素絲五總	總	18.3a	tzong			素 + 絲 + 五 + 總	素 + 絲 + 五 + 總	0 0 0 78	4
254	255	18	羔羊	18.3	2	退食自a[kong]公。（东部）	退食自公	公	18.3a	kong	东部		退 + 食 + 自 + 公	退 + 食 + 自 + 公	0 0 0 78	4
256	257	19	殷其雷	19.1	2	在南山之a[jiang]陽。	在南山之陽	陽	19.1a	jiang			在 + 南 + 山 + 之 + 陽	在 + 南 + 山 + 之 + 陽	0 0 0 0 79	5
258	259	19	殷其雷	19.1	2	莫敢或a[huang]遑。（阳部）	莫敢或遑	遑	19.1a	huang	阳部		莫 + 敢 + 或 + 遑	莫 + 敢 + 或 + 遑	0 0 0 79	4
259	260	19	殷其雷	19.1	1	振振君B[tziə]子	振振君子	子	19.1b	tziə			振 + 振 + 君 + 子	振 + 振 + 君 + 子	0 0 0 80	4
260	261	19	殷其雷	19.1	2	歸哉歸B[tzə]哉。（之部）（又与二	歸哉歸哉	哉	19.1b	tzə	之部又与二		歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉	0 80 0 0	4
263	264	19	殷其雷	19.2	2	在南山之a[tzhiək]側。	在南山之側	側	19.2a	tzhiək			在 + 南 + 山 + 之 + 側	在 + 南 + 山 + 之 + 側	0 0 0 0 81	5
265	266	19	殷其雷	19.2	2	莫敢遑a[siək]息。（职部）	莫敢遑息	息	19.2a	siək	职部		莫 + 敢 + 遑 + 息	莫 + 敢 + 遑 + 息	0 0 0 81	4
266	267	19	殷其雷	19.2	1	振振君B[tziə]子	振振君子	子	19.2b	tziə			振 + 振 + 君 + 子	振 + 振 + 君 + 子	0 0 0 82	4
267	268	19	殷其雷	19.2	2	歸哉歸B[tzə]哉。（之部）	歸哉歸哉	哉	19.2b	tzə	之部		歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉	0 82 0 0	4
269	270	19	殷其雷	19.3	2	在南山之a[hea]下。	在南山之下	下	19.3a	hea			在 + 南 + 山 + 之 + 下	在 + 南 + 山 + 之 + 下	0 0 0 0 83	5
271	272	19	殷其雷	19.3	2	莫敢遑a[thjia]處。（鱼部）	莫敢遑處	處	19.3a	thjia	鱼部		莫 + 敢 + 遑 + 處	莫 + 敢 + 遑 + 處	0 0 0 83	4
272	273	19	殷其雷	19.3	1	振振君B[tziə]子	振振君子	子	19.3b	tziə			振 + 振 + 君 + 子	振 + 振 + 君 + 子	0 0 0 84	4
273	274	19	殷其雷	19.3	2	歸哉歸B[tzə]哉。（之部）	歸哉歸哉	哉	19.3b	tzə	之部		歸 + 哉 + 歸 + 哉	歸 + 哉 + 歸 + 哉	0 84 0 0	4
275	276	20	摽有梅	20.1	2	其實a[tsiet]七兮。	其實七兮	七	20.1a	tsiet			其 + 實 + 七 + 兮	其 + 實 + 七 + 兮	0 0 85 0	4
277	278	20	摽有梅	20.1	2	迨其a[kiet]吉兮。（质部）	迨其吉兮	吉	20.1a	kiet	质部		迨 + 其 + 吉 + 兮	迨 + 其 + 吉 + 兮	0 0 85 0	4
279	280	20	摽有梅	20.2	2	其實a[səm]三兮。	其實三兮	三	20.2a	səm			其 + 實 + 三 + 兮	其 + 實 + 三 + 兮	0 0 86 0	4
281	282	20	摽有梅	20.2	2	迨其a[kiəm]今兮。（侵部）	迨其今兮	今	20.2a	kiəm	侵部		迨 + 其 + 今 + 兮	迨 + 其 + 今 + 兮	0 0 86 0	4
283	284	20	摽有梅	20.3	2	頃筐a[xiət]塈之。	頃筐塈之	塈	20.3a	xiət			頃 + 筐 + 塈 + 之	頃 + 筐 + 塈 + 之	0 0 87 0	4
285	286	20	摽有梅	20.3	2	迨其a[hiuət]謂之。（物部）	迨其謂之	謂	20.3a	hiuət	物部		迨 + 其 + 謂 + 之	迨 + 其 + 謂 + 之	0 0 87 0	4
286	287	21	小星	21.1	1	嘒彼小a[syeng]星	嘒彼小星	星	21.1a	syeng			嘒 + 彼 + 小 + 星	嘒 + 彼 + 小 + 星	0 0 0 88	4
287	288	21	小星	21.1	2	三五在b[tong]東。（a= 耕部）	三五在東	東	21.1b	tong	a=耕部		三 + 五 + 在 + 東	三 + 五 + 在 + 東	0 0 0 89	4
288	289	21	小星	21.1	1	肅肅宵a[tjieng]征	肅肅宵征	征	21.1a	tjieng			肅 + 肅 + 宵 + 征	肅 + 肅 + 宵 + 征	0 0 0 88	4
289	290	21	小星	21.1	2	夙夜在b[kong]公	夙夜在公	公	21.1b	kong			夙 + 夜 + 在 + 公	夙 + 夜 + 在 + 公	0 0 0 89	4
290	291	21	小星	21.1	3	寔命不b[dong]同。（b= 东部）	寔命不同	同	21.1b	dong	b=东部		寔 + 命 + 不 + 同	寔 + 命 + 不 + 同	0 0 0 89	4
291	292	21	小星	21.2	1	嘒彼小a[syeng]星	嘒彼小星	星	21.2a	syeng			嘒 + 彼 + 小 + 星	嘒 + 彼 + 小 + 星	0 0 0 90	4
292	293	21	小星	21.2	2	 維參與b[meu]昴。（a= 耕部）	維參與昴	昴	21.2b	meu	a=耕部		維 + 參 + 與 + 昴	維 + 參 + 與 + 昴	0 0 0 91	4
293	294	21	小星	21.2	1	肅肅宵a[tjieng]征	肅肅宵征	征	21.2a	tjieng			肅 + 肅 + 宵 + 征	肅 + 肅 + 宵 + 征	0 0 0 90	4
294	295	21	小星	21.2	2	抱衾與b[diu]裯	抱衾與裯	裯	21.2b	diu			抱 + 衾 + 與 + 裯	抱 + 衾 + 與 + 裯	0 0 0 91	4
295	296	21	小星	21.2	3	寔命不b[jiu]猶。（b= 幽部）	寔命不猶	猶	21.2b	jiu	b=幽部		寔 + 命 + 不 + 猶	寔 + 命 + 不 + 猶	0 0 0 91	4
296	297	22	江有汜	22.1	1	江有a[ziə]汜	江有汜	汜	22.1a	ziə			江 + 有 + 汜	江 + 有 + 汜	0 0 92	3
298	299	22	江有汜	22.1	3	不我a[jiə]以。	不我以	以	22.1a	jiə			不 + 我 + 以	不 + 我 + 以	0 0 92	3
299	300	22	江有汜	22.1	1	不我a[jiə]以	不我以	以	22.1a	jiə			不 + 我 + 以	不 + 我 + 以	0 0 92	3
300	301	22	江有汜	22.1	2	其後也a[xuə]悔。（之部）	其後也悔	悔	22.1a	xuə	之部		其 + 後 + 也 + 悔	其 + 後 + 也 + 悔	0 0 0 92	4
301	302	22	江有汜	22.2	1	江有a[tjia]渚	江有渚	渚	22.2a	tjia			江 + 有 + 渚	江 + 有 + 渚	0 0 93	3
303	304	22	江有汜	22.2	3	不我a[jia]與。	不我與	與	22.2a	jia			不 + 我 + 與	不 + 我 + 與	0 0 93	3
304	305	22	江有汜	22.2	1	不我a[jia]與	不我與	與	22.2a	jia			不 + 我 + 與	不 + 我 + 與	0 0 93	3
305	306	22	江有汜	22.2	2	其後也a[thjia]處。（鱼部）	其後也處	處	22.2a	thjia	鱼部		其 + 後 + 也 + 處	其 + 後 + 也 + 處	0 0 0 93	4
306	307	22	江有汜	22.3	1	江有a[dai]沱	江有沱	沱	22.3a	dai			江 + 有 + 沱	江 + 有 + 沱	0 0 94	3
308	309	22	江有汜	22.3	3	不我a[kuai]過。	不我過	過	22.3a	kuai			不 + 我 + 過	不 + 我 + 過	0 0 94	3
309	310	22	江有汜	22.3	1	不我a[kuai]過	不我過	過	22.3a	kuai			不 + 我 + 過	不 + 我 + 過	0 0 94	3
310	311	22	江有汜	22.3	2	其嘯也a[kai]歌。（歌部）	其嘯也歌	歌	22.3a	kai	歌部		其 + 嘯 + 也 + 歌	其 + 嘯 + 也 + 歌	0 0 0 94	4
311	312	23	野有死麇	23.1	1	野有死a[kyuən]麇	野有死麇	麇	23.1a	kyuən			野 + 有 + 死 + 麇	野 + 有 + 死 + 麇	0 0 0 95	4
312	313	23	野有死麇	23.1	2	白茅b[peu]包之。（a= 文部）	白茅包之	包	23.1b	peu	a=文部		白 + 茅 + 包 + 之	白 + 茅 + 包 + 之	0 0 96 0	4
313	314	23	野有死麇	23.1	1	有女懷a[thjiuən]春	有女懷春	春	23.1a	thjiuən			有 + 女 + 懷 + 春	有 + 女 + 懷 + 春	0 0 0 95	4
314	315	23	野有死麇	23.1	2	吉士b[jiu]誘之。（b= 幽部）	吉士誘之	誘	23.1b	jiu	b=幽部		吉 + 士 + 誘 + 之	吉 + 士 + 誘 + 之	0 0 96 0	4
315	316	23	野有死麇	23.2	1	林有樸a[sok]樕	林有樸樕	樕	23.2a	sok			林 + 有 + 樸 + 樕	林 + 有 + 樸 + 樕	0 0 0 97	4
316	317	23	野有死麇	23.2	2	野有死a[lok]鹿。	野有死鹿	鹿	23.2a	lok			野 + 有 + 死 + 鹿	野 + 有 + 死 + 鹿	0 0 0 97	4
317	318	23	野有死麇	23.2	1	白茅純a[sjiok]束	白茅純束	束	23.2a	sjiok			白 + 茅 + 純 + 束	白 + 茅 + 純 + 束	0 0 0 97	4
318	319	23	野有死麇	23.2	2	有女如a[ngiok]玉。（屋部）	有女如玉	玉	23.2a	ngiok	屋部		有 + 女 + 如 + 玉	有 + 女 + 如 + 玉	0 0 0 97	4
319	320	23	野有死麇	23.3	1	舒而脫a[thuat]脫兮	舒而脫脫兮	脫	23.3a	thuat			舒 + 而 + 脫 + 脫 + 兮	舒 + 而 + 脫 + 脫 + 兮	0 0 98 0 0	5
320	321	23	野有死麇	23.3	2	無感我a[sjiuat]帨兮	無感我帨兮	帨	23.3a	sjiuat			無 + 感 + 我 + 帨 + 兮	無 + 感 + 我 + 帨 + 兮	0 0 0 98 0	5
321	322	23	野有死麇	23.3	3	無使尨也a[biuat]吠。（月部）	無使尨也吠	吠	23.3a	biuat	月部		無 + 使 + 尨 + 也 + 吠	無 + 使 + 尨 + 也 + 吠	0 0 0 0 98	5
323	324	24	何彼襛矣	24.1	2	唐棣之a[hoa]華。	唐棣之華	華	24.1a	hoa			唐 + 棣 + 之 + 華	唐 + 棣 + 之 + 華	0 0 0 99	4
325	326	24	何彼襛矣	24.1	2	王姬之a[kia]車。（鱼部）	王姬之車	車	24.1a	kia	鱼部		王 + 姬 + 之 + 車	王 + 姬 + 之 + 車	0 0 0 99	4
327	328	24	何彼襛矣	24.2	2	華如桃a[liə]李。	華如桃李	李	24.2a	liə			華 + 如 + 桃 + 李	華 + 如 + 桃 + 李	0 0 0 100	4
329	330	24	何彼襛矣	24.2	2	齊侯之a[tziə]子。（之部）	齊侯之子	子	24.2a	tziə	之部		齊 + 侯 + 之 + 子	齊 + 侯 + 之 + 子	0 0 0 100	4
331	332	24	何彼襛矣	24.3	2	維絲伊a[miən]緡。	維絲伊緡	緡	24.3a	miən			維 + 絲 + 伊 + 緡	維 + 絲 + 伊 + 緡	0 0 0 101	4
333	334	24	何彼襛矣	24.3	2	平王之a[suən]孫。（文部）	平王之孫	孫	24.3a	suən	文部		平 + 王 + 之 + 孫	平 + 王 + 之 + 孫	0 0 0 101	4
334	335	25	騶虞	25.1	1	彼茁者A[kea]葭	彼茁者葭	葭	25.1a	kea			彼 + 茁 + 者 + 葭	彼 + 茁 + 者 + 葭	0 0 0 102	4
335	336	25	騶虞	25.1	2	壹發五A[pea]豝。	壹發五豝	豝	25.1a	pea			壹 + 發 + 五 + 豝	壹 + 發 + 五 + 豝	0 0 0 102	4
336	337	25	騶虞	25.1	1	于嗟乎騶A[ngiua]虞。（鱼部）	于嗟乎騶虞	虞	25.1a	ngiua	鱼部		于 + 嗟 + 乎 + 騶 + 虞	于 + 嗟 + 乎 + 騶 + 虞	0 0 0 0 102	5
337	338	25	騶虞	25.2	1	彼茁者b[bong]蓬	彼茁者蓬	蓬	25.2b	bong			彼 + 茁 + 者 + 蓬	彼 + 茁 + 者 + 蓬	0 0 0 103	4
338	339	25	騶虞	25.2	2	壹發五b[tziong]豵。（东部）	壹發五豵	豵	25.2b	tziong	东部		壹 + 發 + 五 + 豵	壹 + 發 + 五 + 豵	0 0 0 103	4
339	340	25	騶虞	25.2	1	于嗟乎騶A[ngiua]虞。	于嗟乎騶虞	虞	25.2a	ngiua			于 + 嗟 + 乎 + 騶 + 虞	于 + 嗟 + 乎 + 騶 + 虞	0 0 0 0 104	5
341	342	26	柏舟	26.1	1	汎彼柏a[tjiu]舟	汎彼柏舟	舟	26.1a	tjiu			汎 + 彼 + 柏 + 舟	汎 + 彼 + 柏 + 舟	0 0 0 105	4
342	343	26	柏舟	26.1	2	亦汎其a[liu]流。	亦汎其流	流	26.1a	liu			亦 + 汎 + 其 + 流	亦 + 汎 + 其 + 流	0 0 0 105	4
344	345	26	柏舟	26.1	2	如有隱a[iu]憂。	如有隱憂	憂	26.1a	iu			如 + 有 + 隱 + 憂	如 + 有 + 隱 + 憂	0 0 0 105	4
346	347	26	柏舟	26.1	2	以敖以a[jiu]遊。（幽部）	以敖以遊	遊	26.1a	jiu	幽部		以 + 敖 + 以 + 遊	以 + 敖 + 以 + 遊	0 0 0 105	4
348	349	26	柏舟	26.2	2	不可以a[njia]茹。	不可以茹	茹	26.2a	njia			不 + 可 + 以 + 茹	不 + 可 + 以 + 茹	0 0 0 106	4
350	351	26	柏舟	26.2	2	不可以a[kia]據。	不可以據	據	26.2a	kia			不 + 可 + 以 + 據	不 + 可 + 以 + 據	0 0 0 106	4
351	352	26	柏舟	26.2	1	薄言往a[sak]愬	薄言往愬	愬	26.2a	sak			薄 + 言 + 往 + 愬	薄 + 言 + 往 + 愬	0 0 0 106	4
352	353	26	柏舟	26.2	2	逢彼之a[na]怒。（鱼铎通韵）	逢彼之怒	怒	26.2a	na	鱼铎通韵		逢 + 彼 + 之 + 怒	逢 + 彼 + 之 + 怒	0 0 0 106	4
353	354	26	柏舟	26.3	1	我心匪a[zjyak]石	我心匪石	石	26.3a	zjyak			我 + 心 + 匪 + 石	我 + 心 + 匪 + 石	0 0 0 107	4
354	355	26	柏舟	26.3	2	不可b[tiuan]轉也。	不可轉也	轉	26.3b	tiuan			不 + 可 + 轉 + 也	不 + 可 + 轉 + 也	0 0 108 0	4
355	356	26	柏舟	26.3	1	我心匪a[zyak]席	我心匪席	席	26.3a	zyak			我 + 心 + 匪 + 席	我 + 心 + 匪 + 席	0 0 0 107	4
356	357	26	柏舟	26.3	2	不可b[kiuan]卷也。（a= 铎部）	不可卷也	卷	26.3b	kiuan	a=铎部		不 + 可 + 卷 + 也	不 + 可 + 卷 + 也	0 0 108 0	4
358	359	26	柏舟	26.3	2	不可b[siuan]選也。（b= 元部）	不可選也	選	26.3b	siuan	b=元部		不 + 可 + 選 + 也	不 + 可 + 選 + 也	0 0 108 0	4
359	360	26	柏舟	26.4	1	憂心悄a[tsiô]悄	憂心悄悄	悄	26.4a	tsiô			憂 + 心 + 悄 + 悄	憂 + 心 + 悄 + 悄	0 0 109 0	4
360	361	26	柏舟	26.4	2	慍于群a[siô]小。	慍于群小	小	26.4a	siô			慍 + 于 + 群 + 小	慍 + 于 + 群 + 小	0 0 0 109	4
362	363	26	柏舟	26.4	2	受侮不a[sjiô]少。	受侮不少	少	26.4a	sjiô			受 + 侮 + 不 + 少	受 + 侮 + 不 + 少	0 0 0 109	4
364	365	26	柏舟	26.4	2	寤辟有a[biô]摽。（宵部）	寤辟有摽	摽	26.4a	biô	宵部		寤 + 辟 + 有 + 摽	寤 + 辟 + 有 + 摽	0 0 0 109	4
366	367	26	柏舟	26.5	2	胡迭而a[miuəi]微。	胡迭而微	微	26.5a	miuəi			胡 + 迭 + 而 + 微	胡 + 迭 + 而 + 微	0 0 0 110	4
368	369	26	柏舟	26.5	2	如匪澣a[iəi]衣。	如匪澣衣	衣	26.5a	iəi			如 + 匪 + 澣 + 衣	如 + 匪 + 澣 + 衣	0 0 0 110	4
370	371	26	柏舟	26.5	2	不能奮a[piuəi]飛。（微部）	不能奮飛	飛	26.5a	piuəi	微部		不 + 能 + 奮 + 飛	不 + 能 + 奮 + 飛	0 0 0 110	4
372	373	27	綠衣	27.1	2	綠兮黃a[liə]裏。	綠兮黃裏	裏	27.1a	liə			綠 + 兮 + 黃 + 裏	綠 + 兮 + 黃 + 裏	0 0 0 111	4
374	375	27	綠衣	27.1	2	曷維其a[jiə]已。（之部）	曷維其已	已	27.1a	jiə	之部		曷 + 維 + 其 + 已	曷 + 維 + 其 + 已	0 0 0 111	4
376	377	27	綠衣	27.2	2	綠兮黃a[zjiang]裳。	綠兮黃裳	裳	27.2a	zjiang			綠 + 兮 + 黃 + 裳	綠 + 兮 + 黃 + 裳	0 0 0 112	4
378	379	27	綠衣	27.2	2	曷維其a[miuang]亡。（阳部）	曷維其亡	亡	27.2a	miuang	阳部		曷 + 維 + 其 + 亡	曷 + 維 + 其 + 亡	0 0 0 112	4
379	380	27	綠衣	27.3	1	綠兮a[siə]絲兮	綠兮絲兮	絲	27.3a	siə			綠 + 兮 + 絲 + 兮	綠 + 兮 + 絲 + 兮	0 0 113 0	4
380	381	27	綠衣	27.3	2	女所a[diə]治兮。	女所治兮	治	27.3a	diə			女 + 所 + 治 + 兮	女 + 所 + 治 + 兮	0 0 113 0	4
382	383	27	綠衣	27.3	2	俾無a[hiuə]訧兮。（之部）	俾無訧兮	訧	27.3a	hiuə	之部		俾 + 無 + 訧 + 兮	俾 + 無 + 訧 + 兮	0 0 113 0	4
384	385	27	綠衣	27.4	2	淒其以a[piuəm]風。	淒其以風	風	27.4a	piuəm			淒 + 其 + 以 + 風	淒 + 其 + 以 + 風	0 0 0 114	4
386	387	27	綠衣	27.4	2	實獲我a[siəm]心。（侵部）	實獲我心	心	27.4a	siəm	侵部		實 + 獲 + 我 + 心	實 + 獲 + 我 + 心	0 0 0 114	4
387	388	28	燕燕	28.1	1	燕燕于a[piuəi]飛	燕燕于飛	飛	28.1a	piuəi			燕 + 燕 + 于 + 飛	燕 + 燕 + 于 + 飛	0 0 0 115	4
388	389	28	燕燕	28.1	2	差池其b[hiua]羽。	差池其羽	羽	28.1b	hiua			差 + 池 + 其 + 羽	差 + 池 + 其 + 羽	0 0 0 116	4
389	390	28	燕燕	28.1	1	之子于a[kiuəi]歸	之子于歸	歸	28.1a	kiuəi			之 + 子 + 于 + 歸	之 + 子 + 于 + 歸	0 0 0 115	4
390	391	28	燕燕	28.1	2	遠送于b[jya]野。（a= 微部）	遠送于野	野	28.1b	jya	a=微部		遠 + 送 + 于 + 野	遠 + 送 + 于 + 野	0 0 0 116	4
392	393	28	燕燕	28.1	2	泣涕如b[hiua]雨。（b= 鱼部）	泣涕如雨	雨	28.1b	hiua	b=鱼部		泣 + 涕 + 如 + 雨	泣 + 涕 + 如 + 雨	0 0 0 116	4
393	394	28	燕燕	28.2	1	燕燕于a[piuəi]飛	燕燕于飛	飛	28.2a	piuəi			燕 + 燕 + 于 + 飛	燕 + 燕 + 于 + 飛	0 0 0 117	4
394	395	28	燕燕	28.2	2	頡之b[hang]頏之。（a= 微部）	頡之頏之	頏	28.2b	hang	a=微部		頡 + 之 + 頏 + 之	頡 + 之 + 頏 + 之	0 0 118 0	4
395	396	28	燕燕	28.2	1	之子于a[kiuəi]歸	之子于歸	歸	28.2a	kiuəi			之 + 子 + 于 + 歸	之 + 子 + 于 + 歸	0 0 0 117	4
396	397	28	燕燕	28.2	2	遠于b[tziang]將之。（b= 阳部）	遠于將之	將	28.2b	tziang	b=阳部		遠 + 于 + 將 + 之	遠 + 于 + 將 + 之	0 0 118 0	4
397	398	28	燕燕	28.2	1	瞻望弗c[giəp]及	瞻望弗及	及	28.2c	giəp			瞻 + 望 + 弗 + 及	瞻 + 望 + 弗 + 及	0 0 0 119	4
